timestamp,ip,method,url,status,size,raw,parsed,request,potential_threats,message,level,Anomaly_Flag
09/May/2025:10:16:10 +0000,192.168.1.184,POST,/upload.php,200.0,6789.0,"192.168.1.184 - - [09/May/2025:10:16:10 +0000] ""POST /upload.php HTTP/1.1"" 200 6789",True,POST /upload.php HTTP/1.1,,POST /upload.php HTTP/1.1,INFO,0
09/May/2025:10:16:15 +0000,192.168.1.185,GET,/data.json,200.0,4321.0,"192.168.1.185 - - [09/May/2025:10:16:15 +0000] ""GET /data.json HTTP/1.1"" 200 4321",True,GET /data.json HTTP/1.1,,GET /data.json HTTP/1.1,INFO,0
09/May/2025:10:16:20 +0000,192.168.1.186,GET,/file.txt,200.0,9876.0,"192.168.1.186 - - [09/May/2025:10:16:20 +0000] ""GET /file.txt HTTP/1.1"" 200 9876",True,GET /file.txt HTTP/1.1,,GET /file.txt HTTP/1.1,INFO,0
09/May/2025:10:16:25 +0000,192.168.1.187,GET,/page-1,200.0,2345.0,"192.168.1.187 - - [09/May/2025:10:16:25 +0000] ""GET /page-1 HTTP/1.1"" 200 2345",True,GET /page-1 HTTP/1.1,,GET /page-1 HTTP/1.1,INFO,0
09/May/2025:10:16:30 +0000,192.168.1.188,GET,/page-2,200.0,1890.0,"192.168.1.188 - - [09/May/2025:10:16:30 +0000] ""GET /page-2 HTTP/1.1"" 200 1890",True,GET /page-2 HTTP/1.1,,GET /page-2 HTTP/1.1,INFO,0
09/May/2025:10:16:35 +0000,192.168.1.189,GET,/page-3,200.0,123.0,"192.168.1.189 - - [09/May/2025:10:16:35 +0000] ""GET /page-3 HTTP/1.1"" 200 123",True,GET /page-3 HTTP/1.1,,GET /page-3 HTTP/1.1,INFO,0
09/May/2025:10:16:40 +0000,192.168.1.190,GET,/page/4,200.0,456.0,"192.168.1.190 - - [09/May/2025:10:16:40 +0000] ""GET /page/4 HTTP/1.1"" 200 456",True,GET /page/4 HTTP/1.1,,GET /page/4 HTTP/1.1,INFO,0
09/May/2025:10:16:45 +0000,192.168.1.191,GET,/section/item,200.0,789.0,"192.168.1.191 - - [09/May/2025:10:16:45 +0000] ""GET /section/item HTTP/1.1"" 200 789",True,GET /section/item HTTP/1.1,,GET /section/item HTTP/1.1,INFO,0
09/May/2025:10:16:50 +0000,192.168.1.192,GET,/category/product,200.0,3210.0,"192.168.1.192 - - [09/May/2025:10:16:50 +0000] ""GET /category/product HTTP/1.1"" 200 3210",True,GET /category/product HTTP/1.1,,GET /category/product HTTP/1.1,INFO,0
09/May/2025:10:16:55 +0000,192.168.1.193,GET,/item?id=123,200.0,1598.0,"192.168.1.193 - - [09/May/2025:10:16:55 +0000] ""GET /item?id=123 HTTP/1.1"" 200 1598",True,GET /item?id=123 HTTP/1.1,,GET /item?id=123 HTTP/1.1,INFO,0
09/May/2025:10:17:00 +0000,192.168.1.194,GET,/show?name=value,200.0,5874.0,"192.168.1.194 - - [09/May/2025:10:17:00 +0000] ""GET /show?name=value HTTP/1.1"" 200 5874",True,GET /show?name=value HTTP/1.1,,GET /show?name=value HTTP/1.1,INFO,0
09/May/2025:10:17:05 +0000,192.168.1.195,GET,/details?ref=abc,200.0,2659.0,"192.168.1.195 - - [09/May/2025:10:17:05 +0000] ""GET /details?ref=abc HTTP/1.1"" 200 2659",True,GET /details?ref=abc HTTP/1.1,,GET /details?ref=abc HTTP/1.1,INFO,0
09/May/2025:10:17:10 +0000,192.168.1.196,GET,/info?data=xyz,200.0,1478.0,"192.168.1.196 - - [09/May/2025:10:17:10 +0000] ""GET /info?data=xyz HTTP/1.1"" 200 1478",True,GET /info?data=xyz HTTP/1.1,,GET /info?data=xyz HTTP/1.1,INFO,0
09/May/2025:10:17:15 +0000,192.168.1.197,POST,/submit-form,200.0,3698.0,"192.168.1.197 - - [09/May/2025:10:17:15 +0000] ""POST /submit-form HTTP/1.1"" 200 3698",True,POST /submit-form HTTP/1.1,,POST /submit-form HTTP/1.1,INFO,0
09/May/2025:10:17:20 +0000,192.168.1.198,PUT,/update-data,200.0,7412.0,"192.168.1.198 - - [09/May/2025:10:17:20 +0000] ""PUT /update-data HTTP/1.1"" 200 7412",True,PUT /update-data HTTP/1.1,,PUT /update-data HTTP/1.1,INFO,0
09/May/2025:10:17:25 +0000,192.168.1.199,DELETE,/remove-item,204.0,0.0,"192.168.1.199 - - [09/May/2025:10:17:25 +0000] ""DELETE /remove-item HTTP/1.1"" 204 0",True,DELETE /remove-item HTTP/1.1,,DELETE /remove-item HTTP/1.1,INFO,0
09/May/2025:10:17:30 +0000,192.168.1.200,GET,/secure-area,302.0,0.0,"192.168.1.200 - - [09/May/2025:10:17:30 +0000] ""GET /secure-area HTTP/1.1"" 302 0",True,GET /secure-area HTTP/1.1,,GET /secure-area HTTP/1.1,INFO,0
09/May/2025:10:17:35 +0000,192.168.1.201,GET,/admin-panel,401.0,654.0,"192.168.1.201 - - [09/May/2025:10:17:35 +0000] ""GET /admin-panel HTTP/1.1"" 401 654",True,GET /admin-panel HTTP/1.1,,GET /admin-panel HTTP/1.1,INFO,1
09/May/2025:10:17:40 +0000,192.168.1.202,POST,/login-user,200.0,987.0,"192.168.1.202 - - [09/May/2025:10:17:40 +0000] ""POST /login-user HTTP/1.1"" 200 987",True,POST /login-user HTTP/1.1,,POST /login-user HTTP/1.1,INFO,0
09/May/2025:10:17:45 +0000,192.168.1.203,GET,/hidden-info,403.0,321.0,"192.168.1.203 - - [09/May/2025:10:17:45 +0000] ""GET /hidden-info HTTP/1.1"" 403 321",True,GET /hidden-info HTTP/1.1,,GET /hidden-info HTTP/1.1,INFO,1
09/May/2025:10:17:50 +0000,192.168.1.204,GET,/broken-link,404.0,789.0,"192.168.1.204 - - [09/May/2025:10:17:50 +0000] ""GET /broken-link HTTP/1.1"" 404 789",True,GET /broken-link HTTP/1.1,,GET /broken-link HTTP/1.1,INFO,0
09/May/2025:10:17:55 +0000,192.168.1.205,GET,/server-error,500.0,963.0,"192.168.1.205 - - [09/May/2025:10:17:55 +0000] ""GET /server-error HTTP/1.1"" 500 963",True,GET /server-error HTTP/1.1,,GET /server-error HTTP/1.1,INFO,1
,,,,,,"192.168.1.206 - - [09/May/2025:10:18:00 +0000] ""GET / HTTP/1.1"" 304 -",False,,,,INFO,0
09/May/2025:10:18:05 +0000,192.168.1.207,HEAD,/about-us.html,200.0,0.0,"192.168.1.207 - - [09/May/2025:10:18:05 +0000] ""HEAD /about-us.html HTTP/1.1"" 200 0",True,HEAD /about-us.html HTTP/1.1,,HEAD /about-us.html HTTP/1.1,INFO,0
09/May/2025:10:18:10 +0000,192.168.1.208,OPTIONS,/api/v3,200.0,456.0,"192.168.1.208 - - [09/May/2025:10:18:10 +0000] ""OPTIONS /api/v3 HTTP/1.1"" 200 456",True,OPTIONS /api/v3 HTTP/1.1,,OPTIONS /api/v3 HTTP/1.1,INFO,0
09/May/2025:10:18:15 +0000,192.168.1.209,TRACE,/main.js,200.0,123.0,"192.168.1.209 - - [09/May/2025:10:18:15 +0000] ""TRACE /main.js HTTP/1.1"" 200 123",True,TRACE /main.js HTTP/1.1,,TRACE /main.js HTTP/1.1,INFO,0
09/May/2025:10:18:20 +0000,192.168.1.210,CONNECT,secure-proxy.example.com:443,200.0,0.0,"192.168.1.210 - - [09/May/2025:10:18:20 +0000] ""CONNECT secure-proxy.example.com:443 HTTP/1.1"" 200 0",True,CONNECT secure-proxy.example.com:443 HTTP/1.1,,CONNECT secure-proxy.example.com:443 HTTP/1.1,INFO,0
09/May/2025:10:18:25 +0000,192.168.1.211,PATCH,/api/data/abc,200.0,654.0,"192.168.1.211 - - [09/May/2025:10:18:25 +0000] ""PATCH /api/data/abc HTTP/1.1"" 200 654",True,PATCH /api/data/abc HTTP/1.1,,PATCH /api/data/abc HTTP/1.1,INFO,0
09/May/2025:10:18:30 +0000,192.168.1.212,PROPFIND,/shared/,207.0,987.0,"192.168.1.212 - - [09/May/2025:10:18:30 +0000] ""PROPFIND /shared/ HTTP/1.1"" 207 987",True,PROPFIND /shared/ HTTP/1.1,,PROPFIND /shared/ HTTP/1.1,INFO,0
09/May/2025:10:18:35 +0000,192.168.1.213,GET,/logo.svg,200.0,3210.0,"192.168.1.213 - - [09/May/2025:10:18:35 +0000] ""GET /logo.svg HTTP/1.1"" 200 3210",True,GET /logo.svg HTTP/1.1,,GET /logo.svg HTTP/1.1,INFO,0
09/May/2025:10:18:40 +0000,192.168.1.214,POST,/process-form,200.0,1598.0,"192.168.1.214 - - [09/May/2025:10:18:40 +0000] ""POST /process-form HTTP/1.1"" 200 1598",True,POST /process-form HTTP/1.1,,POST /process-form HTTP/1.1,INFO,0
09/May/2025:10:18:45 +0000,192.168.1.215,GET,/data.csv,200.0,5874.0,"192.168.1.215 - - [09/May/2025:10:18:45 +0000] ""GET /data.csv HTTP/1.1"" 200 5874",True,GET /data.csv HTTP/1.1,,GET /data.csv HTTP/1.1,INFO,0
09/May/2025:10:18:50 +0000,192.168.1.216,GET,/report.pdf,200.0,2659.0,"192.168.1.216 - - [09/May/2025:10:18:50 +0000] ""GET /report.pdf HTTP/1.1"" 200 2659",True,GET /report.pdf HTTP/1.1,,GET /report.pdf HTTP/1.1,INFO,0
09/May/2025:10:18:55 +0000,192.168.1.217,GET,/user-guide.html,200.0,1478.0,"192.168.1.217 - - [09/May/2025:10:18:55 +0000] ""GET /user-guide.html HTTP/1.1"" 200 1478",True,GET /user-guide.html HTTP/1.1,,GET /user-guide.html HTTP/1.1,INFO,0
09/May/2025:10:19:00 +0000,192.168.1.218,GET,/documentation,200.0,3698.0,"192.168.1.218 - - [09/May/2025:10:19:00 +0000] ""GET /documentation HTTP/1.1"" 200 3698",True,GET /documentation HTTP/1.1,,GET /documentation HTTP/1.1,INFO,0
09/May/2025:10:19:05 +0000,192.168.1.219,GET,/api/docs,200.0,7412.0,"192.168.1.219 - - [09/May/2025:10:19:05 +0000] ""GET /api/docs HTTP/1.1"" 200 7412",True,GET /api/docs HTTP/1.1,,GET /api/docs HTTP/1.1,INFO,0
09/May/2025:10:19:10 +0000,192.168.1.220,POST,/api/upload,201.0,9630.0,"192.168.1.220 - - [09/May/2025:10:19:10 +0000] ""POST /api/upload HTTP/1.1"" 201 9630",True,POST /api/upload HTTP/1.1,,POST /api/upload HTTP/1.1,INFO,0
09/May/2025:10:19:15 +0000,192.168.1.221,PUT,/api/settings,200.0,8521.0,"192.168.1.221 - - [09/May/2025:10:19:15 +0000] ""PUT /api/settings HTTP/1.1"" 200 8521",True,PUT /api/settings HTTP/1.1,,PUT /api/settings HTTP/1.1,INFO,0
09/May/2025:10:19:20 +0000,192.168.1.222,DELETE,/api/users/123,204.0,0.0,"192.168.1.222 - - [09/May/2025:10:19:20 +0000] ""DELETE /api/users/123 HTTP/1.1"" 204 0",True,DELETE /api/users/123 HTTP/1.1,,DELETE /api/users/123 HTTP/1.1,INFO,0
09/May/2025:10:19:25 +0000,192.168.1.223,GET,/admin/logs,403.0,654.0,"192.168.1.223 - - [09/May/2025:10:19:25 +0000] ""GET /admin/logs HTTP/1.1"" 403 654",True,GET /admin/logs HTTP/1.1,,GET /admin/logs HTTP/1.1,INFO,1
09/May/2025:10:19:30 +0000,192.168.1.224,POST,/admin/backup,200.0,987.0,"192.168.1.224 - - [09/May/2025:10:19:30 +0000] ""POST /admin/backup HTTP/1.1"" 200 987",True,POST /admin/backup HTTP/1.1,,POST /admin/backup HTTP/1.1,INFO,0
09/May/2025:10:19:35 +0000,192.168.1.225,GET,/private/files,403.0,321.0,"192.168.1.225 - - [09/May/2025:10:19:35 +0000] ""GET /private/files HTTP/1.1"" 403 321",True,GET /private/files HTTP/1.1,,GET /private/files HTTP/1.1,INFO,1
09/May/2025:10:19:40 +0000,192.168.1.226,GET,/error-page,500.0,789.0,"192.168.1.226 - - [09/May/2025:10:19:40 +0000] ""GET /error-page HTTP/1.1"" 500 789",True,GET /error-page HTTP/1.1,,GET /error-page HTTP/1.1,INFO,1
,,,,,,"192.168.1.227 - - [09/May/2025:10:19:45 +0000] ""GET / HTTP/1.1"" 304 -",False,,,,INFO,0
09/May/2025:10:19:50 +0000,192.168.1.228,HEAD,/favicon.ico,200.0,0.0,"192.168.1.228 - - [09/May/2025:10:19:50 +0000] ""HEAD /favicon.ico HTTP/1.1"" 200 0",True,HEAD /favicon.ico HTTP/1.1,,HEAD /favicon.ico HTTP/1.1,INFO,0
09/May/2025:10:19:55 +0000,192.168.1.229,OPTIONS,/api,200.0,123.0,"192.168.1.229 - - [09/May/2025:10:19:55 +0000] ""OPTIONS /api HTTP/1.1"" 200 123",True,OPTIONS /api HTTP/1.1,,OPTIONS /api HTTP/1.1,INFO,0
09/May/2025:10:20:00 +0000,192.168.1.230,TRACE,/style.css,200.0,456.0,"192.168.1.230 - - [09/May/2025:10:20:00 +0000] ""TRACE /style.css HTTP/1.1"" 200 456",True,TRACE /style.css HTTP/1.1,,TRACE /style.css HTTP/1.1,INFO,0
09/May/2025:10:20:05 +0000,192.168.1.231,CONNECT,updates.example.com:443,200.0,0.0,"192.168.1.231 - - [09/May/2025:10:20:05 +0000] ""CONNECT updates.example.com:443 HTTP/1.1"" 200 0",True,CONNECT updates.example.com:443 HTTP/1.1,,CONNECT updates.example.com:443 HTTP/1.1,INFO,0
09/May/2025:10:20:10 +0000,192.168.1.232,PATCH,/api/config,200.0,789.0,"192.168.1.232 - - [09/May/2025:10:20:10 +0000] ""PATCH /api/config HTTP/1.1"" 200 789",True,PATCH /api/config HTTP/1.1,,PATCH /api/config HTTP/1.1,INFO,0
09/May/2025:10:20:15 +0000,192.168.1.233,PROPFIND,/public/,207.0,321.0,"192.168.1.233 - - [09/May/2025:10:20:15 +0000] ""PROPFIND /public/ HTTP/1.1"" 207 321",True,PROPFIND /public/ HTTP/1.1,,PROPFIND /public/ HTTP/1.1,INFO,0
09/May/2025:10:20:20 +0000,192.168.1.234,GET,/banner.png,200.0,3456.0,"192.168.1.234 - - [09/May/2025:10:20:20 +0000] ""GET /banner.png HTTP/1.1"" 200 3456",True,GET /banner.png HTTP/1.1,,GET /banner.png HTTP/1.1,INFO,0
09/May/2025:10:20:25 +0000,192.168.1.235,POST,/submit-data,200.0,6789.0,"192.168.1.235 - - [09/May/2025:10:20:25 +0000] ""POST /submit-data HTTP/1.1"" 200 6789",True,POST /submit-data HTTP/1.1,,POST /submit-data HTTP/1.1,INFO,0
09/May/2025:10:20:30 +0000,192.168.1.236,GET,/data-export.csv,200.0,4321.0,"192.168.1.236 - - [09/May/2025:10:20:30 +0000] ""GET /data-export.csv HTTP/1.1"" 200 4321",True,GET /data-export.csv HTTP/1.1,,GET /data-export.csv HTTP/1.1,INFO,0
09/May/2025:10:20:35 +0000,192.168.1.237,GET,/archive/old-site.zip,200.0,9876.0,"192.168.1.237 - - [09/May/2025:10:20:35 +0000] ""GET /archive/old-site.zip HTTP/1.1"" 200 9876",True,GET /archive/old-site.zip HTTP/1.1,,GET /archive/old-site.zip HTTP/1.1,INFO,0
09/May/2025:10:20:40 +0000,192.168.1.238,GET,/page-one,200.0,2345.0,"192.168.1.238 - - [09/May/2025:10:20:40 +0000] ""GET /page-one HTTP/1.1"" 200 2345",True,GET /page-one HTTP/1.1,,GET /page-one HTTP/1.1,INFO,0
09/May/2025:10:20:45 +0000,192.168.1.239,GET,/page-two,200.0,1890.0,"192.168.1.239 - - [09/May/2025:10:20:45 +0000] ""GET /page-two HTTP/1.1"" 200 1890",True,GET /page-two HTTP/1.1,,GET /page-two HTTP/1.1,INFO,0
09/May/2025:10:20:50 +0000,192.168.1.240,GET,/section/part-1,200.0,123.0,"192.168.1.240 - - [09/May/2025:10:20:50 +0000] ""GET /section/part-1 HTTP/1.1"" 200 123",True,GET /section/part-1 HTTP/1.1,,GET /section/part-1 HTTP/1.1,INFO,0
09/May/2025:10:20:55 +0000,192.168.1.241,GET,/category/electronics,200.0,456.0,"192.168.1.241 - - [09/May/2025:10:20:55 +0000] ""GET /category/electronics HTTP/1.1"" 200 456",True,GET /category/electronics HTTP/1.1,,GET /category/electronics HTTP/1.1,INFO,0
09/May/2025:10:21:00 +0000,192.168.1.242,GET,/item-details?id=456,200.0,789.0,"192.168.1.242 - - [09/May/2025:10:21:00 +0000] ""GET /item-details?id=456 HTTP/1.1"" 200 789",True,GET /item-details?id=456 HTTP/1.1,,GET /item-details?id=456 HTTP/1.1,INFO,0
09/May/2025:10:21:05 +0000,192.168.1.243,GET,/show-info?id=123&type=abc,200.0,3210.0,"192.168.1.243 - - [09/May/2025:10:21:05 +0000] ""GET /show-info?id=123&type=abc HTTP/1.1"" 200 3210",True,GET /show-info?id=123&type=abc HTTP/1.1,,GET /show-info?id=123&type=abc HTTP/1.1,INFO,0
09/May/2025:10:21:10 +0000,192.168.1.244,GET,/data?param1=val1&param2=val2,200.0,1598.0,"192.168.1.244 - - [09/May/2025:10:21:10 +0000] ""GET /data?param1=val1&param2=val2 HTTP/1.1"" 200 1598",True,GET /data?param1=val1&param2=val2 HTTP/1.1,,GET /data?param1=val1&param2=val2 HTTP/1.1,INFO,0
09/May/2025:10:21:15 +0000,192.168.1.245,POST,/submit-feedback,200.0,5874.0,"192.168.1.245 - - [09/May/2025:10:21:15 +0000] ""POST /submit-feedback HTTP/1.1"" 200 5874",True,POST /submit-feedback HTTP/1.1,,POST /submit-feedback HTTP/1.1,INFO,0
09/May/2025:10:21:20 +0000,192.168.1.246,PUT,/update-profile,200.0,2659.0,"192.168.1.246 - - [09/May/2025:10:21:20 +0000] ""PUT /update-profile HTTP/1.1"" 200 2659",True,PUT /update-profile HTTP/1.1,,PUT /update-profile HTTP/1.1,INFO,0
09/May/2025:10:21:25 +0000,192.168.1.247,DELETE,/remove-user,204.0,0.0,"192.168.1.247 - - [09/May/2025:10:21:25 +0000] ""DELETE /remove-user HTTP/1.1"" 204 0",True,DELETE /remove-user HTTP/1.1,,DELETE /remove-user HTTP/1.1,INFO,0
09/May/2025:10:21:30 +0000,192.168.1.248,GET,/dashboard,302.0,0.0,"192.168.1.248 - - [09/May/2025:10:21:30 +0000] ""GET /dashboard HTTP/1.1"" 302 0",True,GET /dashboard HTTP/1.1,,GET /dashboard HTTP/1.1,INFO,0
09/May/2025:10:21:35 +0000,192.168.1.249,GET,/admin-area,401.0,654.0,"192.168.1.249 - - [09/May/2025:10:21:35 +0000] ""GET /admin-area HTTP/1.1"" 401 654",True,GET /admin-area HTTP/1.1,,GET /admin-area HTTP/1.1,INFO,1
09/May/2025:10:21:40 +0000,192.168.1.250,POST,/admin-login,200.0,987.0,"192.168.1.250 - - [09/May/2025:10:21:40 +0000] ""POST /admin-login HTTP/1.1"" 200 987",True,POST /admin-login HTTP/1.1,,POST /admin-login HTTP/1.1,INFO,0
09/May/2025:10:21:45 +0000,192.168.1.251,GET,/sensitive-data,403.0,321.0,"192.168.1.251 - - [09/May/2025:10:21:45 +0000] ""GET /sensitive-data HTTP/1.1"" 403 321",True,GET /sensitive-data HTTP/1.1,,GET /sensitive-data HTTP/1.1,INFO,1
09/May/2025:10:21:50 +0000,192.168.1.252,GET,/file-not-found,404.0,789.0,"192.168.1.252 - - [09/May/2025:10:21:50 +0000] ""GET /file-not-found HTTP/1.1"" 404 789",True,GET /file-not-found HTTP/1.1,,GET /file-not-found HTTP/1.1,INFO,0
09/May/2025:10:21:55 +0000,192.168.1.253,GET,/internal-server-error,500.0,963.0,"192.168.1.253 - - [09/May/2025:10:21:55 +0000] ""GET /internal-server-error HTTP/1.1"" 500 963",True,GET /internal-server-error HTTP/1.1,,GET /internal-server-error HTTP/1.1,INFO,1
,,,,,,"192.168.1.254 - - [09/May/2025:10:22:00 +0000] ""GET / HTTP/1.1"" 304 -",False,,,,INFO,0
09/May/2025:10:22:05 +0000,192.168.1.255,HEAD,/site.css,200.0,0.0,"192.168.1.255 - - [09/May/2025:10:22:05 +0000] ""HEAD /site.css HTTP/1.1"" 200 0",True,HEAD /site.css HTTP/1.1,,HEAD /site.css HTTP/1.1,INFO,0
09/May/2025:10:22:10 +0000,192.168.1.256,OPTIONS,/api/v4,200.0,456.0,"192.168.1.256 - - [09/May/2025:10:22:10 +0000] ""OPTIONS /api/v4 HTTP/1.1"" 200 456",True,OPTIONS /api/v4 HTTP/1.1,,OPTIONS /api/v4 HTTP/1.1,INFO,0
09/May/2025:10:22:15 +0000,192.168.1.257,TRACE,/app.js,200.0,123.0,"192.168.1.257 - - [09/May/2025:10:22:15 +0000] ""TRACE /app.js HTTP/1.1"" 200 123",True,TRACE /app.js HTTP/1.1,,TRACE /app.js HTTP/1.1,INFO,0
09/May/2025:10:22:20 +0000,192.168.1.258,CONNECT,secure-api.example.com:443,200.0,0.0,"192.168.1.258 - - [09/May/2025:10:22:20 +0000] ""CONNECT secure-api.example.com:443 HTTP/1.1"" 200 0",True,CONNECT secure-api.example.com:443 HTTP/1.1,,CONNECT secure-api.example.com:443 HTTP/1.1,INFO,0
09/May/2025:10:22:25 +0000,192.168.1.259,PATCH,/api/items/def,200.0,654.0,"192.168.1.259 - - [09/May/2025:10:22:25 +0000] ""PATCH /api/items/def HTTP/1.1"" 200 654",True,PATCH /api/items/def HTTP/1.1,,PATCH /api/items/def HTTP/1.1,INFO,0
09/May/2025:10:22:30 +0000,192.168.1.260,PROPFIND,/private/docs/,207.0,987.0,"192.168.1.260 - - [09/May/2025:10:22:30 +0000] ""PROPFIND /private/docs/ HTTP/1.1"" 207 987",True,PROPFIND /private/docs/ HTTP/1.1,,PROPFIND /private/docs/ HTTP/1.1,INFO,0
09/May/2025:10:22:35 +0000,192.168.1.261,GET,/thumbnail.jpg,200.0,3210.0,"192.168.1.261 - - [09/May/2025:10:22:35 +0000] ""GET /thumbnail.jpg HTTP/1.1"" 200 3210",True,GET /thumbnail.jpg HTTP/1.1,,GET /thumbnail.jpg HTTP/1.1,INFO,0
09/May/2025:10:22:40 +0000,192.168.1.262,POST,/submit-report,200.0,1598.0,"192.168.1.262 - - [09/May/2025:10:22:40 +0000] ""POST /submit-report HTTP/1.1"" 200 1598",True,POST /submit-report HTTP/1.1,,POST /submit-report HTTP/1.1,INFO,0
09/May/2025:10:22:45 +0000,192.168.1.263,GET,/log-file.txt,200.0,5874.0,"192.168.1.263 - - [09/May/2025:10:22:45 +0000] ""GET /log-file.txt HTTP/1.1"" 200 5874",True,GET /log-file.txt HTTP/1.1,,GET /log-file.txt HTTP/1.1,INFO,0
09/May/2025:10:22:50 +0000,192.168.1.264,GET,/backup.sql,200.0,2659.0,"192.168.1.264 - - [09/May/2025:10:22:50 +0000] ""GET /backup.sql HTTP/1.1"" 200 2659",True,GET /backup.sql HTTP/1.1,,GET /backup.sql HTTP/1.1,INFO,0
09/May/2025:10:22:55 +0000,192.168.1.265,GET,/manual.pdf,200.0,1478.0,"192.168.1.265 - - [09/May/2025:10:22:55 +0000] ""GET /manual.pdf HTTP/1.1"" 200 1478",True,GET /manual.pdf HTTP/1.1,,GET /manual.pdf HTTP/1.1,INFO,0
09/May/2025:10:23:00 +0000,192.168.1.266,GET,/api/info,200.0,3698.0,"192.168.1.266 - - [09/May/2025:10:23:00 +0000] ""GET /api/info HTTP/1.1"" 200 3698",True,GET /api/info HTTP/1.1,,GET /api/info HTTP/1.1,INFO,0
09/May/2025:10:23:05 +0000,192.168.1.267,GET,/api/status,200.0,7412.0,"192.168.1.267 - - [09/May/2025:10:23:05 +0000] ""GET /api/status HTTP/1.1"" 200 7412",True,GET /api/status HTTP/1.1,,GET /api/status HTTP/1.1,INFO,0
09/May/2025:10:23:10 +0000,192.168.1.268,POST,/api/login,200.0,9630.0,"192.168.1.268 - - [09/May/2025:10:23:10 +0000] ""POST /api/login HTTP/1.1"" 200 9630",True,POST /api/login HTTP/1.1,,POST /api/login HTTP/1.1,INFO,0
09/May/2025:10:23:15 +0000,192.168.1.269,PUT,/api/users/456,200.0,8521.0,"192.168.1.269 - - [09/May/2025:10:23:15 +0000] ""PUT /api/users/456 HTTP/1.1"" 200 8521",True,PUT /api/users/456 HTTP/1.1,,PUT /api/users/456 HTTP/1.1,INFO,0
09/May/2025:10:23:20 +0000,192.168.1.270,DELETE,/api/data/789,204.0,0.0,"192.168.1.270 - - [09/May/2025:10:23:20 +0000] ""DELETE /api/data/789 HTTP/1.1"" 204 0",True,DELETE /api/data/789 HTTP/1.1,,DELETE /api/data/789 HTTP/1.1,INFO,0
09/May/2025:10:23:25 +0000,192.168.1.271,GET,/admin/settings/users,403.0,654.0,"192.168.1.271 - - [09/May/2025:10:23:25 +0000] ""GET /admin/settings/users HTTP/1.1"" 403 654",True,GET /admin/settings/users HTTP/1.1,,GET /admin/settings/users HTTP/1.1,INFO,1
09/May/2025:10:23:30 +0000,192.168.1.272,POST,/admin/update-config,200.0,987.0,"192.168.1.272 - - [09/May/2025:10:23:30 +0000] ""POST /admin/update-config HTTP/1.1"" 200 987",True,POST /admin/update-config HTTP/1.1,,POST /admin/update-config HTTP/1.1,INFO,0
09/May/2025:10:23:35 +0000,192.168.1.273,GET,/restricted/admin,401.0,321.0,"192.168.1.273 - - [09/May/2025:10:23:35 +0000] ""GET /restricted/admin HTTP/1.1"" 401 321",True,GET /restricted/admin HTTP/1.1,,GET /restricted/admin HTTP/1.1,INFO,1
09/May/2025:10:23:40 +0000,192.168.1.274,GET,/page-does-not-exist,404.0,789.0,"192.168.1.274 - - [09/May/2025:10:23:40 +0000] ""GET /page-does-not-exist HTTP/1.1"" 404 789",True,GET /page-does-not-exist HTTP/1.1,,GET /page-does-not-exist HTTP/1.1,INFO,0
09/May/2025:10:23:45 +0000,192.168.1.275,GET,/server-down,503.0,963.0,"192.168.1.275 - - [09/May/2025:10:23:45 +0000] ""GET /server-down HTTP/1.1"" 503 963",True,GET /server-down HTTP/1.1,,GET /server-down HTTP/1.1,INFO,0
,,,,,,"192.168.1.276 - - [09/May/2025:10:23:50 +0000] ""GET / HTTP/1.1"" 304 -",False,,,,INFO,0
09/May/2025:10:23:55 +0000,192.168.1.277,HEAD,/image.png,200.0,0.0,"192.168.1.277 - - [09/May/2025:10:23:55 +0000] ""HEAD /image.png HTTP/1.1"" 200 0",True,HEAD /image.png HTTP/1.1,,HEAD /image.png HTTP/1.1,INFO,0
09/May/2025:10:24:00 +0000,192.168.1.278,OPTIONS,/,200.0,123.0,"192.168.1.278 - - [09/May/2025:10:24:00 +0000] ""OPTIONS / HTTP/1.1"" 200 123",True,OPTIONS / HTTP/1.1,,OPTIONS / HTTP/1.1,INFO,0
09/May/2025:10:24:05 +0000,192.168.1.279,TRACE,/style.min.css,200.0,456.0,"192.168.1.279 - - [09/May/2025:10:24:05 +0000] ""TRACE /style.min.css HTTP/1.1"" 200 456",True,TRACE /style.min.css HTTP/1.1,,TRACE /style.min.css HTTP/1.1,INFO,0
09/May/2025:10:24:10 +0000,192.168.1.280,CONNECT,files.example.com:443,200.0,0.0,"192.168.1.280 - - [09/May/2025:10:24:10 +0000] ""CONNECT files.example.com:443 HTTP/1.1"" 200 0",True,CONNECT files.example.com:443 HTTP/1.1,,CONNECT files.example.com:443 HTTP/1.1,INFO,0
09/May/2025:10:24:15 +0000,192.168.1.281,PATCH,/api/v1/items,200.0,789.0,"192.168.1.281 - - [09/May/2025:10:24:15 +0000] ""PATCH /api/v1/items HTTP/1.1"" 200 789",True,PATCH /api/v1/items HTTP/1.1,,PATCH /api/v1/items HTTP/1.1,INFO,0
09/May/2025:10:24:20 +0000,192.168.1.282,PROPFIND,/webdav/users/,207.0,321.0,"192.168.1.282 - - [09/May/2025:10:24:20 +0000] ""PROPFIND /webdav/users/ HTTP/1.1"" 207 321",True,PROPFIND /webdav/users/ HTTP/1.1,,PROPFIND /webdav/users/ HTTP/1.1,INFO,0
